date_key,region,customer_segment,product_category,total_quantity,total_revenue,avg_discount,total_profit
2025-08-20,North,Corporate,Office Supplies,9,2184.913866,0.11,872.3938659999999
2023-10-30,East,Home Office,Office Supplies,2,348.45822000000004,0.01,-10.161779999999965
2023-03-10,North,Corporate,Technology,8,1779.56108,0.07,1349.1910799999998
2023-07-15,East,Consumer,Office Supplies,1,82.378123,0.03,-135.431877
2023-05-20,North,Corporate,Office Supplies,4,1249.458,0.0,62.41800000000012
2023-11-08,Central,Corporate,Technology,3,654.2118000000002,0.06,338.52180000000016
2025-01-15,West,Home Office,Technology,5,2481.9302700000003,0.03,1702.1802700000003
2023-10-04,Central,Home Office,Furniture,8,3088.8060100000002,0.125,1950.9360100000004
2024-07-20,East,Corporate,Office Supplies,6,753.7836599999999,0.02,-419.1563400000001
2023-11-10,Central,Home Office,Technology,1,335.5599500000001,0.05,208.79995000000008
2025-03-17,Central,Consumer,Office Supplies,2,1006.8520000000001,0.0,915.7120000000001
2023-04-07,South,Consumer,Office Supplies,4,796.4052800000001,0.12,218.28528000000006
2025-04-08,North,Corporate,Furniture,4,646.56186,0.11,290.76186
2025-10-26,North,Corporate,Furniture,3,1027.4292,0.2,972.7392
2025-10-07,North,Consumer,Office Supplies,3,439.12511100000006,0.03,-344.534889
2023-04-19,Central,Home Office,Furniture,4,705.99936,0.04,160.59936000000005
2024-06-30,East,Home Office,Furniture,5,1833.3957800000003,0.08,1108.7957800000004
2024-10-23,Central,Consumer,Technology,5,1706.4766319999999,0.05,1280.866632
2024-09-21,Central,Corporate,Technology,2,705.96603,0.19,688.70603
2024-04-09,East,Home Office,Technology,3,1100.8355399999998,0.03,348.3455399999998
2023-03-17,East,Corporate,Office Supplies,3,654.0237000000001,0.1,526.2237
2024-04-15,North,Consumer,Office Supplies,3,930.4873200000001,0.14,858.2473200000001
2025-04-04,North,Home Office,Furniture,6,1254.39804,0.11,-302.90196000000014
2025-06-13,East,Consumer,Office Supplies,4,788.71968,0.16,-359.16032000000007
2024-04-01,South,Home Office,Office Supplies,6,428.37696,0.04,-797.12304
2024-05-09,South,Home Office,Furniture,0,303.5951600000001,0.18,303.5951600000001
2024-10-07,West,Home Office,Office Supplies,4,848.2572000000002,0.18,-299.62279999999987
2024-09-11,Central,Home Office,Furniture,5,1905.5009400000001,0.16,1460.7509400000001
2024-10-23,North,Home Office,Furniture,4,1558.008168,0.07,1505.9281680000001
2025-01-27,West,Corporate,Furniture,3,1235.9437320000002,0.08,1020.6337320000002
2023-08-23,Central,Home Office,Furniture,3,59.09777999999999,0.11,-201.78222
2024-05-13,North,Corporate,Office Supplies,7,2168.15664,0.055,944.0066400000001
2024-09-25,North,Consumer,Office Supplies,8,1413.5367680000002,0.03,-722.223232
2025-10-16,Central,Home Office,Technology,15,2770.94934,0.115,-155.09066000000007
2023-04-25,North,Corporate,Technology,4,1873.326,0.0,1382.086
2025-10-31,South,Home Office,Furniture,4,1290.8649599999999,0.12,694.5849599999999
2025-01-27,North,Home Office,Office Supplies,4,454.6605,0.05,-493.6995
2023-05-27,West,Consumer,Furniture,10,4548.77706,0.095,3602.8570600000003
2024-02-16,North,Corporate,Office Supplies,11,769.5141299999999,0.095,-1459.67587
2023-05-17,Central,Consumer,Technology,6,711.0041399999999,0.14,388.5641399999999
2025-08-15,East,Consumer,Technology,8,3198.9020800000003,0.11,863.1420800000001
2023-07-14,East,Consumer,Technology,3,108.933276,0.14,-99.44672399999999
2023-11-26,Central,Home Office,Furniture,4,522.9462000000001,0.11,-546.8537999999999
2024-03-24,Central,Corporate,Technology,5,54.70740000000001,0.19,-1215.0926
2025-01-27,Central,Home Office,Office Supplies,1,163.87178400000002,0.11,-98.24821599999999
2023-04-03,North,Consumer,Furniture,6,93.55737599999999,0.04,-755.682624
2023-08-27,Central,Home Office,Office Supplies,12,2921.9299990000004,0.1275,1141.8899990000002
2024-07-13,Central,Corporate,Office Supplies,17,2201.808006,0.10500000000000001,-724.1419939999998
2024-10-01,West,Home Office,Office Supplies,5,1146.6000000000001,0.09,-249.29999999999995
2023-01-17,Central,Home Office,Office Supplies,2,978.1002000000001,0.1,799.7802000000001
2023-03-12,Central,Home Office,Office Supplies,3,1257.98904,0.16,454.0190399999999
2025-10-27,West,Home Office,Furniture,4,885.04416,0.09,299.72416
2025-03-31,South,Home Office,Office Supplies,1,388.69875,0.19,193.20875
2023-07-12,West,Home Office,Furniture,2,742.85568,0.02,453.01568000000003
2023-06-20,South,Corporate,Furniture,3,168.87360600000002,0.01,-622.4963940000001
2024-02-20,Central,Consumer,Technology,13,1437.1798440000002,0.13333333333333333,35.93984400000022
2023-01-25,Central,Corporate,Technology,3,1592.4810000000002,0.0,1212.2010000000002
2024-10-29,South,Home Office,Technology,6,2953.40661,0.01,2901.62661
2026-01-01,Central,Consumer,Office Supplies,4,1272.72432,0.14,273.8043200000001
2023-12-02,Central,Consumer,Furniture,5,1024.682825,0.05,215.58282500000018
2024-09-21,West,Corporate,Furniture,3,377.680896,0.04,333.79089600000003
2024-12-18,North,Home Office,Technology,5,1813.6107,0.13,1611.2607
2025-08-19,East,Corporate,Office Supplies,10,2211.26046,0.12333333333333334,-380.72954000000004
2024-03-04,South,Corporate,Office Supplies,5,1009.1807249999999,0.03,159.38072499999987
2023-05-19,West,Home Office,Furniture,7,1071.457515,0.085,99.78751499999998
2024-06-25,East,Home Office,Technology,4,1564.12116,0.02,1143.2011599999998
2023-02-26,East,Corporate,Office Supplies,3,609.54432,0.02,342.06431999999995
2024-06-17,West,Consumer,Furniture,0,1056.550635,0.19,1056.550635
2024-06-01,East,Home Office,Furniture,4,632.47492,0.03,609.99492
2025-01-20,Central,Consumer,Furniture,2,340.44404,0.15,10.34403999999995
2023-07-04,Central,Corporate,Office Supplies,2,371.20480000000003,0.18,-56.335199999999986
2025-01-01,Central,Consumer,Furniture,8,2168.80464,0.06666666666666667,853.8646399999999
2023-04-26,Central,Consumer,Technology,3,1356.0031800000002,0.08,537.9631800000002
2025-04-04,North,Consumer,Furniture,3,33.922349999999994,0.11,-655.3576499999999
2025-04-13,Central,Consumer,Furniture,4,852.86208,0.08,192.66207999999995
2024-07-10,North,Home Office,Office Supplies,4,750.3024040000001,0.17,-154.5375959999999
2024-09-26,East,Corporate,Technology,6,2658.1047000000003,0.15,1831.9047000000005
2023-11-19,North,Corporate,Furniture,1,109.21680000000002,0.2,-107.72319999999998
2023-01-03,East,Home Office,Technology,5,2077.58485,0.11,823.4348500000001
2023-07-25,Central,Corporate,Office Supplies,8,2269.6400860000003,0.16,516.3500860000004
2023-02-28,East,Home Office,Furniture,2,821.9346240000001,0.08,546.1546240000001
2025-08-08,Central,Corporate,Furniture,0,28.431040000000007,0.18,28.431040000000007
2025-04-22,North,Corporate,Technology,5,1124.2638000000004,0.19,1058.8138000000004
2024-09-10,East,Corporate,Technology,2,527.34528,0.13,285.48528
2023-04-06,Central,Home Office,Office Supplies,5,1680.5388599999999,0.05,455.80885999999975
2025-06-16,North,Home Office,Office Supplies,9,1616.27508,0.06999999999999999,688.3050799999999
2023-11-13,West,Consumer,Office Supplies,3,861.3675,0.0,733.5674999999999
2024-12-19,North,Consumer,Office Supplies,7,1793.31572,0.15,1674.59572
2025-12-07,East,Home Office,Furniture,2,263.445984,0.17,199.005984
2023-09-07,North,Home Office,Office Supplies,2,322.90692,0.06,144.58692000000002
2024-07-24,Central,Home Office,Office Supplies,4,1001.3158440000001,0.19,889.7158440000001
2025-06-13,South,Corporate,Office Supplies,2,519.9656,0.08,168.2056
2025-09-17,North,Corporate,Furniture,3,98.243334,0.02,-312.756666
2025-05-07,Central,Home Office,Technology,4,146.99702800000003,0.11,-359.9629719999999
2025-03-14,North,Corporate,Technology,4,2009.8725920000002,0.03,844.3525920000002
2024-05-04,East,Consumer,Office Supplies,5,2331.96975,0.05,1047.11975
2025-07-26,South,Consumer,Office Supplies,4,553.7446880000001,0.08,-94.81531199999984
2023-09-24,Central,Consumer,Furniture,3,1221.7227000000003,0.06,1167.0327000000002
2024-09-07,East,Home Office,Office Supplies,3,79.95834,0.01,-447.68165999999997
2025-12-18,Central,Corporate,Office Supplies,4,1189.3954800000001,0.14,2.3554800000001705
2025-11-29,East,Home Office,Furniture,6,770.57001,0.11,736.85001
2025-08-12,East,Consumer,Office Supplies,7,2962.98002,0.09,1466.5900199999999
2024-01-21,South,Home Office,Furniture,4,752.5526400000001,0.08,396.7526400000001
2023-10-27,East,Corporate,Technology,5,1235.82432,0.04,1016.57432
2024-01-06,Central,Consumer,Office Supplies,11,2712.17142,0.1,1762.3114200000002
2025-01-05,North,Home Office,Technology,6,1303.0661160000002,0.01,671.6861160000002
2023-03-03,East,Home Office,Office Supplies,3,1014.7437300000001,0.09,243.83373000000006
2024-05-19,Central,Consumer,Furniture,6,2741.8485600000004,0.14,1568.2485600000005
2024-11-15,Central,Home Office,Technology,3,630.0871500000001,0.15,-56.94284999999991
2023-06-05,West,Home Office,Furniture,5,1063.6714849999998,0.11,-37.87851500000011
2025-05-17,East,Corporate,Office Supplies,3,737.7669000000001,0.1,-37.983100000000036
2025-09-25,North,Corporate,Technology,5,1691.4450000000002,0.11,973.7450000000002
2025-09-01,West,Home Office,Office Supplies,3,191.77158,0.09,108.07158000000001
2024-01-23,East,Consumer,Technology,7,850.33089,0.060000000000000005,666.03089
2025-06-05,North,Corporate,Technology,4,1294.0576,0.03,670.2576000000001
2025-04-17,North,Home Office,Office Supplies,6,1788.7532400000002,0.08,1190.4332400000003
2023-06-10,North,Corporate,Furniture,7,2332.0346120000004,0.125,2207.8946120000005
2024-01-27,Central,Home Office,Technology,3,982.332225,0.13,734.2922249999999
2025-12-29,East,Consumer,Office Supplies,22,3999.351793,0.12666666666666668,1205.8717930000003
2024-02-09,East,Consumer,Furniture,9,1664.4852000000003,0.18,-742.5647999999994
2024-11-20,North,Corporate,Technology,3,1078.4954790000002,0.19,204.35547900000017
2023-02-25,North,Consumer,Technology,5,1665.96111,0.01,302.56110999999987
2023-04-14,East,Corporate,Furniture,2,125.07264,0.04,95.81264
2023-03-18,Central,Corporate,Technology,3,315.00546,0.18,275.73546000000005
2025-06-11,West,Home Office,Technology,4,941.8076800000001,0.08,-152.7923199999998
2025-08-14,Central,Consumer,Office Supplies,6,1962.39492,0.055,1084.69492
2024-04-24,Central,Corporate,Furniture,5,412.016,0.2,-1038.184
2024-04-02,East,Home Office,Furniture,6,2775.053988,0.03,1620.9539880000002
2023-12-31,North,Corporate,Office Supplies,6,1629.0537120000004,0.16,1062.8337120000003
2023-12-17,Central,Corporate,Technology,4,637.990496,0.12,585.630496
2023-09-10,West,Home Office,Office Supplies,5,1560.0460899999998,0.06,125.19608999999969
2024-04-03,North,Home Office,Furniture,8,1548.8902500000002,0.125,-15.469749999999863
2025-07-05,West,Consumer,Technology,4,1082.700472,0.02,946.0204719999999
2024-05-13,Central,Consumer,Office Supplies,7,1076.639564,0.09,-769.8904360000001
2025-08-07,Central,Corporate,Office Supplies,7,923.91222,0.07,405.3522200000001
2024-08-20,East,Consumer,Office Supplies,2,422.68968,0.16,185.98968000000002
2025-09-18,Central,Corporate,Furniture,4,381.59435999999994,0.02,-415.80564000000004
2024-05-29,West,Consumer,Technology,3,548.1273600000001,0.04,386.5473600000001
2023-05-18,Central,Consumer,Office Supplies,5,133.6038,0.07,-782.3962
2024-06-20,East,Consumer,Furniture,2,596.90752,0.12,298.76752
2023-01-19,Central,Home Office,Furniture,2,222.37974000000003,0.07,-70.28026
2023-03-15,East,Home Office,Office Supplies,8,743.9344,0.14,-1253.9056
2024-07-26,East,Consumer,Office Supplies,6,1237.780494,0.11,218.0204940000001
2025-07-27,East,Consumer,Technology,7,1765.6818000000003,0.05,355.2018000000005
2025-12-07,North,Corporate,Furniture,3,1133.09691,0.17,1061.03691
2023-07-30,West,Home Office,Office Supplies,4,1167.5664000000002,0.19,312.4864000000001
2025-05-04,North,Consumer,Office Supplies,5,1181.50615,0.11,1119.40615
2024-10-12,North,Home Office,Technology,2,556.0434,0.01,232.5634
2025-09-20,North,Corporate,Furniture,5,987.28875,0.1,187.53875000000005
2024-11-25,North,Consumer,Office Supplies,7,1406.428695,0.16,204.16869500000007
2024-06-23,East,Consumer,Furniture,5,2143.9076400000004,0.16,1137.6076400000004
2025-02-18,Central,Home Office,Technology,5,1353.1111,0.14,-15.138899999999921
2025-11-03,East,Home Office,Furniture,4,1814.9031839999998,0.07,1229.5831839999996
2023-10-15,Central,Consumer,Office Supplies,3,952.1095500000001,0.06,387.20955000000004
2023-07-08,North,Consumer,Furniture,4,1804.8660000000002,0.02,1267.3860000000002
2025-07-02,North,Corporate,Furniture,10,2377.509426,0.07500000000000001,2243.149426
2025-06-06,South,Consumer,Technology,2,667.8403199999999,0.04,345.1403199999999
2024-04-15,Central,Corporate,Office Supplies,4,920.5202999999999,0.03,443.4002999999999
2024-07-24,Central,Corporate,Technology,5,1595.5947,0.1,546.2946999999999
2025-05-06,North,Home Office,Furniture,3,1501.049286,0.01,1015.5892859999999
2025-12-23,North,Corporate,Furniture,3,175.673028,0.06,-626.676972
2023-07-12,Central,Corporate,Office Supplies,6,2049.1420200000002,0.05,1303.6420200000002
2024-09-07,North,Corporate,Furniture,9,1964.9019600000001,0.045,783.6319599999999
2024-02-10,West,Consumer,Technology,6,246.77838,0.1,-1021.0216200000002
2025-07-31,Central,Corporate,Office Supplies,9,3207.3728250000004,0.13,1939.212825
2024-12-21,North,Corporate,Technology,8,3080.78496,0.09,2366.06496
2023-04-03,South,Home Office,Technology,1,167.78575,0.03,-84.46424999999999
2024-03-05,East,Corporate,Office Supplies,3,173.4042,0.0,-456.5658
2025-02-18,East,Corporate,Office Supplies,4,1307.6448000000003,0.2,190.92480000000023
2023-06-15,North,Corporate,Furniture,6,566.13879,0.11,-209.84121000000005
2024-10-04,Central,Consumer,Office Supplies,2,1165.5362160000002,0.19,831.2762160000002
2023-01-13,East,Corporate,Office Supplies,4,805.648062,0.115,305.74806199999995
2025-08-02,North,Home Office,Furniture,3,338.1955500000001,0.11,71.34555000000006
2025-11-18,East,Consumer,Furniture,3,973.2488700000001,0.17,181.87887
2023-10-23,Central,Corporate,Technology,3,285.482955,0.15,153.932955
2025-07-14,West,Corporate,Technology,12,3741.476585,0.045,1513.5565849999998
2024-03-14,North,Corporate,Technology,6,127.08696000000002,0.09,-1377.89304
2025-04-09,West,Corporate,Furniture,4,915.7126,0.05,262.0326
2024-06-02,East,Consumer,Office Supplies,7,960.81216,0.03,-853.6578399999999
2025-09-02,East,Corporate,Office Supplies,0,1281.68452,0.05,1281.68452
2025-12-04,West,Corporate,Technology,8,3186.8,0.15,2636.88
2025-08-12,East,Corporate,Technology,7,1275.09336,0.14,208.53335999999996
2025-08-09,West,Consumer,Technology,8,2992.54284,0.07,803.3428400000003
2025-08-01,East,Home Office,Technology,7,1273.1642,0.06,1176.9142
2023-06-04,Central,Corporate,Office Supplies,3,1023.6289800000001,0.06,219.65898000000004
2023-03-29,West,Consumer,Technology,3,915.9621900000001,0.11,553.17219
2023-06-28,East,Home Office,Furniture,3,1006.8428220000001,0.18,934.7828220000001
2024-04-09,South,Home Office,Office Supplies,1,189.30702000000002,0.08,176.88702000000004
2024-09-22,North,Home Office,Office Supplies,4,1176.373836,0.01,423.17383599999994
2025-08-02,North,Consumer,Furniture,3,531.92538,0.16,-205.86461999999995
2025-12-23,Central,Corporate,Office Supplies,3,994.3903200000001,0.02,102.1303200000001
2025-07-13,North,Consumer,Technology,4,225.044112,0.14,-266.19588799999997
2024-05-08,West,Home Office,Technology,2,89.25084,0.16,-255.38916
2024-07-23,East,Consumer,Furniture,5,594.821025,0.07,-230.42897500000004
2025-02-01,North,Consumer,Furniture,5,1296.154706,0.05,139.51470600000013
2023-02-19,East,Home Office,Technology,3,1342.12452,0.08,1210.5745200000001
2024-12-28,East,Corporate,Office Supplies,1,94.99600000000001,0.0,67.096
2025-07-16,North,Consumer,Furniture,7,2156.9009,0.05,1012.9609000000003
2024-04-29,West,Corporate,Technology,1,344.9754,0.05,58.53539999999998
2026-01-12,West,Consumer,Office Supplies,2,829.85469,0.11,651.53469
2023-02-25,Central,Consumer,Furniture,0,3338.4665600000008,0.08,3338.4665600000008
2023-12-26,Central,Consumer,Technology,7,623.4921,0.1,-582.7479
2025-05-11,Central,Home Office,Office Supplies,4,1003.968,0.17,-143.91200000000015
2024-07-21,North,Consumer,Technology,5,2178.6093450000003,0.01,1909.9093450000003
2025-12-19,Central,Home Office,Technology,8,1088.630412,0.10500000000000001,-273.28958799999987
2024-10-11,East,Corporate,Technology,3,832.4100000000001,0.14,245.31000000000017
2023-02-08,North,Home Office,Office Supplies,4,1162.9547519999999,0.13,1113.2747519999998
2024-09-28,West,Consumer,Office Supplies,5,1574.0716500000003,0.1,100.92165000000023
2025-11-02,North,Home Office,Technology,8,2756.945565,0.1,1459.6055649999998
2023-04-11,East,Home Office,Furniture,6,623.7351,0.15,193.2351
2023-06-15,Central,Consumer,Technology,7,3219.7847220000003,0.01,2350.734722
2023-01-31,North,Consumer,Furniture,2,503.03988000000004,0.16,263.01988000000006
2023-01-11,Central,Home Office,Office Supplies,5,2017.3692,0.12,811.8692000000001
2023-07-11,North,Home Office,Technology,8,1430.92796,0.06999999999999999,255.6479599999999
2023-08-26,Central,Home Office,Office Supplies,3,1634.51736,0.08499999999999999,911.2173600000001
2025-01-04,Central,Consumer,Technology,2,224.8213,0.05,-51.038700000000006
2023-04-16,North,Home Office,Technology,5,1571.458175,0.05,937.758175
2025-02-15,East,Consumer,Furniture,6,1700.3788200000001,0.11,143.07881999999995
2025-02-28,South,Home Office,Technology,2,440.85510000000005,0.13,272.17510000000004
2024-06-13,Central,Home Office,Technology,3,1227.6684000000002,0.1,465.78840000000025
2025-08-29,North,Home Office,Office Supplies,4,1915.29828,0.02,1516.4182799999999
2023-04-16,West,Home Office,Technology,7,1961.85528,0.01,1115.34528
2025-04-10,East,Consumer,Office Supplies,0,484.04267999999996,0.07,484.04267999999996
2026-01-10,Central,Home Office,Furniture,4,1764.6156000000003,0.01,1066.3756000000003
2025-04-24,West,Consumer,Furniture,3,208.60092000000003,0.19,-549.31908
2025-11-27,Central,Corporate,Office Supplies,2,836.0396,0.15,501.77959999999996
2025-01-30,Central,Home Office,Furniture,6,1872.7191360000002,0.06,1096.7391360000001
2023-02-17,North,Corporate,Office Supplies,6,2253.90726,0.13,755.5272600000001
2025-11-07,West,Consumer,Technology,5,809.8200000000002,0.1,557.2200000000001
2023-12-11,North,Consumer,Technology,5,471.209025,0.03,-436.84097500000007
2025-04-09,Central,Corporate,Furniture,4,418.2679600000001,0.11,-119.21203999999994
2024-05-02,North,Consumer,Furniture,3,247.19112,0.08,-555.15888
2025-04-28,East,Consumer,Office Supplies,2,535.343256,0.19,211.163256
2023-11-06,East,Home Office,Office Supplies,10,1512.315,0.0,-109.08499999999981
2025-12-31,North,Consumer,Technology,5,2021.3177400000002,0.08,972.01774
2025-04-24,South,Consumer,Furniture,3,795.0218850000001,0.19,539.6918850000002
2024-04-30,East,Consumer,Furniture,3,1104.7632749999998,0.15,308.95327499999985
2023-08-08,Central,Corporate,Furniture,6,2239.52148,0.16,2121.92148
2023-02-22,East,Home Office,Office Supplies,10,543.6299799999999,0.1,-706.5700200000001
2025-01-27,Central,Home Office,Technology,9,2554.9722,0.065,1247.1222000000002
2025-01-07,Central,Home Office,Furniture,4,427.0832240000001,0.18,-567.6367759999999
2024-08-30,South,Consumer,Office Supplies,4,802.24368,0.08,447.32368
2023-01-06,Central,Consumer,Technology,2,346.85590799999994,0.02,-16.364092000000085
2024-11-29,North,Corporate,Office Supplies,6,2538.14148,0.13,2003.1814799999997
2023-12-15,Central,Home Office,Office Supplies,3,1515.449025,0.05,1029.0290249999998
2023-11-04,East,Corporate,Office Supplies,3,1272.0252600000001,0.13,618.59526
2023-10-14,Central,Home Office,Office Supplies,2,400.62204,0.09,111.62204000000003
2025-02-04,North,Consumer,Technology,2,710.9469480000001,0.13,500.4869480000001
2025-01-31,South,Corporate,Office Supplies,5,169.21905000000004,0.09,-779.38095
2024-01-18,North,Corporate,Furniture,4,210.417682,0.09,-454.922318
2025-07-26,Central,Home Office,Office Supplies,5,2048.21925,0.13,1151.6692500000001
2024-05-14,Central,Corporate,Office Supplies,4,785.8305,0.05,53.030500000000075
2023-12-03,East,Home Office,Office Supplies,3,154.31229000000002,0.19,-161.94770999999997
2025-07-20,Central,Corporate,Office Supplies,5,2207.3513,0.11,1357.5512999999996
2025-06-29,East,Home Office,Furniture,2,197.61808,0.06,-92.22191999999998
2023-11-24,North,Corporate,Office Supplies,3,503.95125,0.05,204.79125000000005
2023-11-11,East,Corporate,Office Supplies,4,1512.7194600000003,0.13,864.1594600000003
2025-02-19,Central,Corporate,Office Supplies,4,1697.38166,0.15,1597.86166
2025-06-05,West,Corporate,Furniture,6,3043.58868,0.07,1438.88868
2024-12-22,Central,Corporate,Furniture,13,2164.51704,0.18,624.7470400000001
2024-08-30,East,Corporate,Furniture,2,146.31629400000003,0.19,-329.283706
2024-05-12,South,Home Office,Office Supplies,5,1868.4556000000002,0.08,472.55560000000014
2025-02-19,South,Corporate,Furniture,7,2206.279117,0.11,2166.939117
2024-08-28,East,Home Office,Furniture,6,934.429716,0.085,-393.71028400000006
2024-10-22,Central,Home Office,Furniture,4,1925.2230920000002,0.04,1856.7630920000001
2025-04-28,North,Consumer,Technology,4,891.05646,0.17,824.13646
2023-05-23,Central,Home Office,Office Supplies,5,2488.92875,0.05,2045.27875
2024-12-14,West,Home Office,Office Supplies,4,1152.52482,0.07,834.8048200000001
2024-04-23,Central,Consumer,Office Supplies,6,1019.633214,0.09,364.2832139999999
2024-07-18,East,Consumer,Furniture,3,927.2938859999999,0.07,57.17388599999981
2024-04-15,Central,Corporate,Technology,7,3173.509255,0.15,2783.609255
2024-01-19,North,Corporate,Technology,4,1547.9856,0.1,457.26559999999995
2024-02-21,East,Corporate,Furniture,1,413.3808,0.04,238.82080000000002
2024-10-10,East,Consumer,Office Supplies,6,2915.6938800000003,0.06,1608.8338800000001
2025-01-08,Central,Consumer,Technology,4,213.2739,0.03,-774.3261
2023-05-20,Central,Home Office,Office Supplies,3,1016.108166,0.18,245.1981659999999
2025-06-22,Central,Corporate,Technology,5,1031.8518,0.16,417.80179999999996
2023-03-13,North,Consumer,Technology,17,1416.3422699999999,0.12,-1400.6777300000003
2023-04-17,East,Home Office,Office Supplies,6,2181.067884,0.19,2119.207884
2024-09-06,West,Corporate,Technology,3,149.49238499999998,0.07,-726.4176150000001
2023-09-30,South,Corporate,Technology,6,854.1288000000001,0.2,-669.6311999999999
2024-05-20,East,Consumer,Furniture,10,949.6235760000001,0.065,21.643576000000166
2024-02-28,Central,Home Office,Technology,5,1002.8254960000002,0.09,622.6754960000001
2024-01-25,Central,Consumer,Office Supplies,7,2747.01537,0.085,2080.5753700000005
2025-08-03,Central,Corporate,Furniture,4,680.3761920000001,0.04,-80.94380799999999
2023-07-11,East,Consumer,Office Supplies,3,215.20323,0.17,-438.2267700000001
2023-05-19,Central,Consumer,Furniture,2,877.1842800000001,0.16,436.3442800000001
2025-03-27,South,Consumer,Furniture,5,629.8875,0.1,271.13750000000005
2025-12-22,East,Consumer,Technology,9,1277.11492,0.14500000000000002,151.57492000000002
2023-04-14,North,Corporate,Furniture,9,1305.22854,0.07500000000000001,547.3085400000001
2024-10-29,West,Consumer,Furniture,2,724.7609600000001,0.12,581.2209600000001
2023-09-30,West,Corporate,Office Supplies,7,1573.308958,0.175,454.9889579999999
2025-10-26,Central,Consumer,Office Supplies,4,1484.3502240000003,0.18,617.6302240000002
2023-07-03,North,Home Office,Furniture,3,1360.3620480000002,0.08,746.7120480000001
2025-11-17,North,Consumer,Furniture,4,1836.3012800000001,0.06,852.5812800000001
2023-02-27,Central,Corporate,Furniture,3,1469.174949,0.01,666.8249490000001
2023-11-04,North,Consumer,Technology,9,2212.066533,0.185,754.7665330000003
2025-09-03,South,Consumer,Furniture,3,668.15028,0.02,420.68028
2024-11-30,East,Home Office,Furniture,3,124.60392000000002,0.18,-588.7960800000001
2025-06-15,East,Home Office,Office Supplies,2,671.72952,0.16,305.32952
2023-07-29,Central,Consumer,Furniture,4,1704.1785600000003,0.08,1064.3785600000003
2025-03-26,North,Corporate,Technology,6,1759.6048800000005,0.08,823.9048800000006
2024-08-31,Central,Home Office,Technology,3,920.74158,0.19,506.95158
2024-03-22,North,Consumer,Technology,6,2137.235976,0.07,1720.475976
2024-04-04,North,Consumer,Office Supplies,3,51.67134,0.08,-678.43866
2025-06-30,North,Home Office,Furniture,2,1635.815142,0.095,1305.715142
2024-06-20,West,Home Office,Technology,0,111.21600000000002,0.2,111.21600000000002
2025-07-08,Central,Consumer,Office Supplies,4,1189.26434,0.05,140.78433999999993
2024-05-24,Central,Consumer,Office Supplies,2,655.42512,0.03,493.98512
2024-09-21,North,Home Office,Furniture,1,205.70088,0.12,-14.719119999999975
2025-09-28,North,Consumer,Office Supplies,2,481.48760000000004,0.18,194.34760000000006
2026-01-01,West,Consumer,Technology,0,567.68544,0.04,567.68544
2025-07-04,Central,Corporate,Furniture,6,2175.946896,0.085,1001.6068960000001
2023-06-01,Central,Consumer,Technology,7,2259.750976,0.06,1390.7009759999996
2025-10-25,East,Corporate,Furniture,6,1480.6044,0.01,178.96440000000007
2024-04-08,North,Corporate,Technology,12,3387.08932,0.08333333333333333,1322.82932
2024-04-04,North,Consumer,Technology,0,541.9854,0.07,541.9854
2023-06-11,East,Consumer,Office Supplies,7,2223.33111,0.13,1658.2911100000001
2023-03-28,East,Home Office,Technology,3,1481.6950499999998,0.05,997.6450499999999
2023-07-02,East,Consumer,Furniture,3,49.14189000000001,0.19,-559.64811
2024-01-03,East,Consumer,Technology,3,609.063525,0.05,195.273525
2023-05-09,South,Consumer,Furniture,4,651.7960640000001,0.14,-267.24393599999985
2023-05-29,East,Home Office,Furniture,5,1218.0944200000004,0.18,536.3444200000004
2025-09-11,North,Home Office,Office Supplies,10,2515.3134299999997,0.03,968.7134299999996
2024-03-21,Central,Corporate,Technology,3,627.6670290000001,0.01,277.32702900000004
2023-09-07,North,Corporate,Technology,3,2405.32308,0.07,1991.9530800000002
2025-05-27,North,Corporate,Furniture,4,1900.1976,0.05,1098.2376
2025-08-05,South,Consumer,Furniture,1,305.21040000000005,0.2,156.14040000000006
2025-09-01,North,Consumer,Office Supplies,5,2150.114175,0.01,782.6641750000001
2025-11-14,Central,Corporate,Furniture,4,1853.2166400000003,0.12,1733.6166400000004
2025-09-10,Central,Home Office,Technology,4,159.06132000000002,0.19,106.70132000000002
2025-06-07,Central,Consumer,Furniture,3,331.06279500000005,0.07,-79.93720499999995
2025-06-08,Central,Home Office,Office Supplies,4,1247.20684,0.11,60.16684000000009
2023-03-11,North,Home Office,Furniture,6,541.8961499999999,0.05,-779.9638500000002
2025-05-24,West,Corporate,Furniture,1,236.21427,0.1,153.72427
2023-04-01,East,Consumer,Office Supplies,3,1222.9818299999997,0.06,1148.3418299999996
2024-06-13,North,Consumer,Furniture,4,1015.8087800000001,0.05,-22.391219999999976
2025-01-08,North,Home Office,Technology,4,1470.6090000000002,0.1,974.0090000000001
2024-12-26,South,Consumer,Technology,8,2391.0476800000006,0.14,415.84768000000054
2025-05-21,Central,Consumer,Furniture,6,2089.060335,0.10500000000000001,933.9703350000004
2023-07-11,Central,Corporate,Office Supplies,0,610.9530000000001,0.06,610.9530000000001
2023-12-11,North,Consumer,Office Supplies,7,2066.80593,0.12000000000000001,1032.2959299999998
2024-05-17,South,Home Office,Office Supplies,1,117.68505,0.05,-86.32494999999999
2023-07-11,North,Consumer,Furniture,6,1672.06512,0.12,464.50512000000003
